course_title,course_url
Foundations of Business Intelligence,https://www.coursera.org/learn/foundations-of-business-intelligence
Foundations of Business Strategy,https://www.coursera.org/learn/uva-darden-foundations-business-strategy
Foundations of Cybersecurity,https://www.coursera.org/learn/foundations-of-cybersecurity
Foundations of Data Science,https://www.coursera.org/learn/foundations-of-data-science
Foundations of Data Structures and Algorithms,https://www.coursera.org/specializations/boulder-data-structures-algorithms
Foundations of Digital Marketing and E-commerce,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce
Foundations of Management,https://www.coursera.org/specializations/foundations-management
Foundations of Positive Psychology,https://www.coursera.org/specializations/positivepsychology
Foundations of Project Management,https://www.coursera.org/learn/project-management-foundations
Foundations of Public Health Practice,https://www.coursera.org/specializations/foundations-public-health-practice
Foundations of Software Testing and Validation,https://www.coursera.org/learn/foundations-of-software-testing-and-validation
Foundations of Teaching for Learning: Introduction,https://www.coursera.org/learn/teaching
Foundations of User Experience (UX) Design,https://www.coursera.org/learn/foundations-user-experience-design
"Foundations: Data, Data, Everywhere",https://www.coursera.org/learn/foundations-data
Fractal Data Science,https://www.coursera.org/professional-certificates/fractal-data-science
From Data to Insights with Google Cloud,https://www.coursera.org/specializations/from-data-to-insights-google-cloud-platform
From Excel to Power BI,https://www.coursera.org/learn/from-excel-to-power-bi
From Likes to Leads: Interact with Customers Online,https://www.coursera.org/learn/from-likes-to-leads
Functional Programming in Scala,https://www.coursera.org/specializations/scala
Fundamentals of Accounting,https://www.coursera.org/specializations/accounting-fundamentals
Fundamentals of Computing,https://www.coursera.org/specializations/computer-fundamentals
Fundamentals of Engineering Exam Review,https://www.coursera.org/learn/fe-exam
Fundamentals of Finance,https://www.coursera.org/learn/finance-fundamentals
Fundamentals of Flight mechanics,https://www.coursera.org/specializations/flight-mechanics-fundamentals
Fundamentals of GIS,https://www.coursera.org/learn/gis
Fundamentals of Graphic Design,https://www.coursera.org/learn/fundamentals-of-graphic-design
Fundamentals of Immunology,https://www.coursera.org/specializations/immunology
Fundamentals of Machine Learning for Healthcare,https://www.coursera.org/learn/fundamental-machine-learning-healthcare
Fundamentals of Music Theory,https://www.coursera.org/learn/edinburgh-music-theory
Fundamentals of Project Planning and Management,https://www.coursera.org/learn/uva-darden-project-management
Fundamentals of Quantitative Modeling,https://www.coursera.org/learn/wharton-quantitative-modeling
Fundamentals of Reinforcement Learning,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning
Fundamentals of Social Media Advertising,https://www.coursera.org/learn/social-media-advertising-fundamentals
Fundamentals of Technology Sales,https://www.coursera.org/learn/fundamentals-of-technology-sales
Fundamentos de la ciberseguridad,https://www.coursera.org/learn/fundamentos-de-la-ciberseguridad
Fundamentos de la gestión de proyectos,https://www.coursera.org/learn/fundamentos-de-la-gestion-de-proyectos
Fundamentos del marketing digital y comercio electrónico,https://www.coursera.org/learn/fundamentos-del-marketing-digital-y-comercio-electronico
Fundraising and Development,https://www.coursera.org/specializations/fundraising-development
Futures Thinking,https://www.coursera.org/specializations/futures-thinking
"GIS, Mapping, and Spatial Analysis",https://www.coursera.org/specializations/gis-mapping-spatial-analysis
GPU Programming,https://www.coursera.org/specializations/gpu-programming
Game Design and Development with Unity 2020,https://www.coursera.org/specializations/game-design-and-development
Game Design: Art and Concepts,https://www.coursera.org/specializations/game-design
Game Theory,https://www.coursera.org/learn/game-theory-1
Gamification,https://www.coursera.org/learn/gamification
Generative AI Primer,https://www.coursera.org/learn/generative-ai
Generative AI for Everyone,https://www.coursera.org/learn/generative-ai-for-everyone
Generative AI with Large Language Models,https://www.coursera.org/learn/generative-ai-with-llms
Generative Adversarial Networks (GANs),https://www.coursera.org/specializations/generative-adversarial-networks-gans
Genomic Data Science,https://www.coursera.org/specializations/genomic-data-science
Geographic Information Systems  (GIS),https://www.coursera.org/specializations/gis
Gestion de projet de Google,https://www.coursera.org/professional-certificates/gestion-de-projet-de-google
Gestión de Proyectos de Google,https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google
Get Started with Python,https://www.coursera.org/learn/get-started-with-python
Getting Started with AI using IBM Watson,https://www.coursera.org/learn/ai-with-ibm-watson
Getting Started with Git and GitHub,https://www.coursera.org/learn/getting-started-with-git-and-github
Getting Started with Power BI Desktop,https://www.coursera.org/projects/power-bi-desktop
Getting Started with SAS Programming,https://www.coursera.org/learn/sas-programming-basics
Getting started with Google Workspace,https://www.coursera.org/specializations/getting-started-with-google-workspace
Giving Helpful Feedback,https://www.coursera.org/learn/feedback
Global Diplomacy – Diplomacy in the Modern World,https://www.coursera.org/learn/global-diplomacy
Global Diplomacy: the United Nations in the World,https://www.coursera.org/learn/global-diplomacy-un
Global Procurement and Sourcing,https://www.coursera.org/specializations/procurement-sourcing
Go Beyond the Numbers: Translate Data into Insights,https://www.coursera.org/learn/go-beyond-the-numbers-translate-data-into-insight
Good with Words: Writing and Editing,https://www.coursera.org/specializations/good-with-words
Goodwill® Career Coach and Navigator,https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator
Google Advanced Data Analytics,https://www.coursera.org/professional-certificates/google-advanced-data-analytics
Google Business Intelligence,https://www.coursera.org/professional-certificates/google-business-intelligence
Google Cloud Big Data and Machine Learning Fundamentals,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals
Google Cloud Database Engineer,https://www.coursera.org/specializations/google-cloud-database-engineer
Google Cloud Digital Leader Training,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training
Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals
Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
Google Data Analytics,https://www.coursera.org/professional-certificates/analytique-des-donnees-google
Google Data Analytics (DE),https://www.coursera.org/professional-certificates/google-data-analytics-de
Google Data Analytics (PT),https://www.coursera.org/professional-certificates/analise-de-dados-do-google
Google Data Analytics Capstone: Complete a Case Study,https://www.coursera.org/learn/google-data-analytics-capstone
Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
Google IT Automation with Python,https://www.coursera.org/professional-certificates/google-it-automation
Google IT Support,https://www.coursera.org/professional-certificates/support-informatique-google
Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
Google IT Support (Deutsch),https://www.coursera.org/professional-certificates/google-it-de
Google Marketing Digital e E-Commerce,https://www.coursera.org/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce
Google Professional Workspace Administrator,https://www.coursera.org/professional-certificates/g-suite-administration
Google Project Management,https://www.coursera.org/professional-certificates/gestion-de-projet-google
Google Project Management (DE),https://www.coursera.org/professional-certificates/google-project-management-de
Google Project Management (PT),https://www.coursera.org/professional-certificates/gestao-de-projetos-do-google
Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
Google UX Design,https://www.coursera.org/professional-certificates/google-ux-design
Google UX Design,https://www.coursera.org/professional-certificates/conception-ux-google
Google UX Design (DE),https://www.coursera.org/professional-certificates/google-ux-design-de
Google UX Design (PT),https://www.coursera.org/professional-certificates/ux-design-do-google
Google شهادة تقنية المعلومات من,https://www.coursera.org/professional-certificates/google-it-arabic
Google サイバーセキュリティ,https://www.coursera.org/professional-certificates/google-cybersecurity-jp
Google データアナリティクス,https://www.coursera.org/professional-certificates/data-analytics-japanese
Google 데이터 애널리틱스 수료증 이수 과정,https://www.coursera.org/professional-certificates/google-data-analytics-korean
Graphic Design,https://www.coursera.org/specializations/graphic-design
HRCI Human Resource Associate,https://www.coursera.org/professional-certificates/hrci-human-resource-associate
HTML and CSS in depth,https://www.coursera.org/learn/html-and-css-in-depth
"HTML, CSS, and Javascript for Web Developers",https://www.coursera.org/learn/html-css-javascript-for-web-developers
Habilidades Gerenciales,https://www.coursera.org/specializations/habilidades
Hands-on Introduction to Linux Commands and Shell Scripting,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting
Harnessing the Power of Data with Power BI,https://www.coursera.org/learn/harnessing-the-power-of-data-with-power-bi
Healing with the Arts,https://www.coursera.org/learn/healing-with-the-arts
Health Behavior Change: From Evidence to Action,https://www.coursera.org/learn/health-behavior-change
Health Informatics,https://www.coursera.org/specializations/health-informatics
Health Information Literacy for Data Analytics,https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics
Healthcare IT Support,https://www.coursera.org/specializations/healthcare-it
Healthcare Law,https://www.coursera.org/specializations/healthcare-law
Healthcare Organization Operations,https://www.coursera.org/specializations/healthcare-organization-operations
Healthier Materials and Sustainable Building,https://www.coursera.org/specializations/healthier-materials-and-sustainable-building
Healthy and Sustainable Foods and Products,https://www.coursera.org/specializations/healthy-sustainable-foods-products
"Hotel Management: Distribution, Revenue and Demand Management",https://www.coursera.org/specializations/hotel-management
How Things Work: An Introduction to Physics,https://www.coursera.org/learn/how-things-work
How to Play Guitar,https://www.coursera.org/specializations/play-guitar
How to Write and Publish a Scientific Paper (Project-Centered Course),https://www.coursera.org/learn/how-to-write-a-scientific-paper
Human Anatomy and Medical Terminology Fundamentals,https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals
Human Resource Management: HR for People Managers,https://www.coursera.org/specializations/human-resource-management
Human Resources Analytics,https://www.coursera.org/learn/human-resources-analytics
IA generativa en el aula,https://www.coursera.org/learn/iagenerativa
IBM & Darden Digital Strategy,https://www.coursera.org/specializations/digital-strategy
IBM AI Engineering,https://www.coursera.org/professional-certificates/ai-engineer
IBM AI Enterprise Workflow,https://www.coursera.org/specializations/ibm-ai-workflow
IBM AI Foundations for Business,https://www.coursera.org/specializations/ibm-ai-foundations-for-business
IBM Applied AI,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai
IBM Applied DevOps Engineering,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering
IBM Back-End Development,https://www.coursera.org/professional-certificates/ibm-backend-development
IBM Cybersecurity Analyst,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst
IBM Data Analyst,https://www.coursera.org/professional-certificates/ibm-data-analyst
IBM Data Analytics with Excel and R,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel
IBM Data Engineering,https://www.coursera.org/professional-certificates/ibm-data-engineer
IBM Data Science,https://www.coursera.org/professional-certificates/ibm-data-science
IBM Data Warehouse Engineer,https://www.coursera.org/professional-certificates/data-warehouse-engineering
IBM DevOps and Software Engineering,https://www.coursera.org/professional-certificates/devops-and-software-engineering
IBM Front-End Developer,https://www.coursera.org/professional-certificates/ibm-frontend-developer
IBM Full Stack Software Developer,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
IBM IT Project Manager,https://www.coursera.org/professional-certificates/ibm-it-project-manager
IBM IT Scrum Master,https://www.coursera.org/professional-certificates/ibm-it-scrum-master
IBM IT Support,https://www.coursera.org/professional-certificates/ibm-technical-support
IBM Introduction to Machine Learning,https://www.coursera.org/specializations/ibm-intro-machine-learning
IBM Machine Learning,https://www.coursera.org/professional-certificates/ibm-machine-learning
IBM Mainframe Developer,https://www.coursera.org/professional-certificates/ibm-mainframe-developer
IBM Project Manager,https://www.coursera.org/professional-certificates/ibm-project-manager
IBM z/OS Mainframe Practitioner,https://www.coursera.org/professional-certificates/ibm-z-mainframe
IELTS Preparation,https://www.coursera.org/specializations/ielts-preparation
IT Fundamentals for Cybersecurity,https://www.coursera.org/specializations/it-fundamentals-cybersecurity
IT Security: Defense against the digital dark arts,https://www.coursera.org/learn/it-security
IT Support Google,https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google
ITIL 4 Exam Preparation,https://www.coursera.org/learn/itil-4-exam-preparation
Immunology: The Immune System and its Failures,https://www.coursera.org/specializations/immunology-the-immune-system-and-its-failures
Impact Measurement & Management for the SDGs,https://www.coursera.org/learn/impact-for-sdgs
Improve Your English Communication Skills,https://www.coursera.org/specializations/improve-english
Improving Communication Skills,https://www.coursera.org/learn/wharton-communication-skills
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",https://www.coursera.org/learn/deep-neural-network
Improving Leadership & Governance in Nonprofit Organizations,https://www.coursera.org/specializations/nonprofit
In the Studio: Postwar Abstract Painting,https://www.coursera.org/learn/painting
Inclusive Leadership: The Power of Workplace Diversity,https://www.coursera.org/learn/inclusiveleadership
Indigenous Canada,https://www.coursera.org/learn/indigenous-canada
Industrial Biotechnology,https://www.coursera.org/learn/industrial-biotech
Infectious Disease Modelling,https://www.coursera.org/specializations/infectious-disease-modelling
"Influencing: Storytelling, Change Management and Governance",https://www.coursera.org/specializations/influencing-storytelling-change-management
"Information Systems Auditing, Controls and Assurance",https://www.coursera.org/learn/information-systems-audit
Information Technology (IT) and Cloud Fundamentals,https://www.coursera.org/specializations/it-cloud-fundamentals
Information​ ​Systems,https://www.coursera.org/specializations/information-systems
Innovation Management,https://www.coursera.org/learn/innovation-management
"Innovation Through Design: Think, Make, Break, Repeat",https://www.coursera.org/learn/innovation-through-design
Innovation: From Creativity to Entrepreneurship,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship
Innovative Teaching with ChatGPT,https://www.coursera.org/learn/chatgpt-innovative-teaching
Inspired Leadership,https://www.coursera.org/specializations/inspired-leadership
Inspiring and Motivating Individuals,https://www.coursera.org/learn/motivate-people-teams
Instructional Design Foundations and Applications,https://www.coursera.org/learn/instructional-design-foundations-applications
Instructional Methods in Health Professions Education,https://www.coursera.org/learn/instructional-methods-education
Integrative Health and Medicine,https://www.coursera.org/specializations/integrative-health-and-medicine
Integrative Nursing,https://www.coursera.org/specializations/integrative-nursing
Intellectual Property Law,https://www.coursera.org/specializations/introduction-intellectual-property
Interaction Design,https://www.coursera.org/specializations/interaction-design
International Business Essentials,https://www.coursera.org/specializations/mba
International Humanitarian Law in Theory and Practice,https://www.coursera.org/learn/international-humanitarian-law
International Law In Action: Investigating and Prosecuting International Crimes,https://www.coursera.org/learn/international-law-in-action-2
International Law in Action: the Arbitration of International Disputes,https://www.coursera.org/learn/arbitration-international-disputes
International Leadership and Organizational Behavior,https://www.coursera.org/learn/organizational-behavior
International Marketing & Cross Industry Growth,https://www.coursera.org/specializations/international-marketing
International Organizations Management,https://www.coursera.org/learn/international-organizations-management
International Women's Health and Human Rights,https://www.coursera.org/learn/womens-health-human-rights
Interviewing and Resume Writing in English,https://www.coursera.org/specializations/english-interview-resume
Introducción a la programación en Python I: Aprendiendo a programar con Python,https://www.coursera.org/learn/aprendiendo-programar-python
Introduction to AI in the Data Center,https://www.coursera.org/learn/introduction-to-ai-in-the-data-center
Introduction to Agile Development and Scrum,https://www.coursera.org/learn/agile-development-and-scrum
Introduction to Artificial Intelligence (AI),https://www.coursera.org/learn/introduction-to-ai
Introduction to Back-End Development,https://www.coursera.org/learn/introduction-to-back-end-development
"Introduction to Biology: Ecology, Evolution, & Biodiversity",https://www.coursera.org/specializations/introduction-to-biology
Introduction to Business,https://www.coursera.org/specializations/business-introduction
Introduction to Calculus,https://www.coursera.org/learn/introduction-to-calculus
Introduction to Chemistry:  Reactions and Ratios,https://www.coursera.org/learn/intro-chemistry
Introduction to Clinical Data,https://www.coursera.org/learn/introduction-clinical-data
Introduction to Cloud Computing,https://www.coursera.org/learn/introduction-to-cloud
Introduction to Computer Science and Programming,https://www.coursera.org/specializations/introduction-computer-science-programming
Introduction to Computer Vision and Image Processing,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv
Introduction to Computers and Operating Systems and Security,https://www.coursera.org/learn/introduction-to-computers-and-operating-systems-and-security
Introduction to Corporate Finance,https://www.coursera.org/learn/wharton-finance
Introduction to Cyber Security,https://www.coursera.org/specializations/intro-cyber-security
Introduction to Cybersecurity Tools & Cyber Attacks,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks
Introduction to Data Analytics,https://www.coursera.org/learn/introduction-to-data-analytics
Introduction to Data Engineering,https://www.coursera.org/learn/introduction-to-data-engineering
Introduction to Data Science,https://www.coursera.org/specializations/introduction-data-science
Introduction to Data Science in Python,https://www.coursera.org/learn/python-data-analysis
Introduction to Deep Learning & Neural Networks with Keras,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras
Introduction to Dental Medicine,https://www.coursera.org/learn/dental-medicine-penn
Introduction to DevOps,https://www.coursera.org/learn/intro-to-devops
Introduction to Discrete Mathematics for Computer Science,https://www.coursera.org/specializations/discrete-mathematics
Introduction to Electronics,https://www.coursera.org/learn/electronics
Introduction to Embedded Systems Software and Development Environments,https://www.coursera.org/learn/introduction-embedded-systems
Introduction to Engineering Mechanics,https://www.coursera.org/learn/engineering-mechanics-statics
Introduction to English Common Law,https://www.coursera.org/learn/intro-common-law
Introduction to Environmental Law and Policy,https://www.coursera.org/learn/environmental-law
Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
Introduction to Finance and Accounting,https://www.coursera.org/specializations/finance-accounting
Introduction to Finance: The Basics,https://www.coursera.org/learn/introduction-to-finance-the-basics
Introduction to Financial Accounting,https://www.coursera.org/learn/wharton-accounting
Introduction to Financial Accounting: The Accounting Cycle,https://www.coursera.org/specializations/accounting
"Introduction to Financial Analysis - The ""Why?""",https://www.coursera.org/learn/introduction-to-financial-analysis-the-why
Introduction to Financial Engineering and Risk Management,https://www.coursera.org/learn/financial-engineering-intro
Introduction to Forensic Science,https://www.coursera.org/learn/forensic-science
Introduction to Front-End Development,https://www.coursera.org/learn/introduction-to-front-end-development
Introduction to Generative AI,https://www.coursera.org/learn/introduction-to-generative-ai
Introduction to Git and GitHub,https://www.coursera.org/learn/introduction-git-github
Introduction to Good Clinical Practice,https://www.coursera.org/learn/good-clinical-practice-novartis
Introduction to Google SEO,https://www.coursera.org/learn/search-engine-optimization
Introduction to Hardware and Operating Systems,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems
Introduction to Healthcare,https://www.coursera.org/learn/intro-to-healthcare
Introduction to Industrial Bioprocess Development,https://www.coursera.org/learn/industrial-bioprocess-development
Introduction to Large Language Models,https://www.coursera.org/learn/introduction-to-large-language-models
Introduction to Logic and Critical Thinking,https://www.coursera.org/specializations/logic-critical-thinking-duke
Introduction to Machine Learning,https://www.coursera.org/learn/machine-learning-duke
Introduction to Machine Learning in Production,https://www.coursera.org/learn/introduction-to-machine-learning-in-production
Introduction to Marketing,https://www.coursera.org/learn/wharton-marketing
Introduction to Mathematical Thinking,https://www.coursera.org/learn/mathematical-thinking
Introduction to Microsoft Azure Cloud Services,https://www.coursera.org/learn/microsoft-azure-cloud-services
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,https://www.coursera.org/learn/negotiation
Introduction to Operations Management,https://www.coursera.org/learn/wharton-operations
Introduction to Philosophy,https://www.coursera.org/learn/philosophy
Introduction to Probability and Data with R,https://www.coursera.org/learn/probability-intro
Introduction to Programming with MATLAB,https://www.coursera.org/learn/matlab
Introduction to Programming with Python and Java,https://www.coursera.org/specializations/programming-python-java
Introduction to Project Management,https://www.coursera.org/learn/introduction-to-project-management
Introduction to Project Management,https://www.coursera.org/projects/introduction-project-management
Introduction to Psychology,https://www.coursera.org/learn/introduction-psych
Introduction to Psychology,https://www.coursera.org/learn/introduction-psychology
Introduction to Public Relations and the Media,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media
Introduction to Python Programming,https://www.coursera.org/learn/python-programming-intro
Introduction to Responsible AI,https://www.coursera.org/learn/introduction-to-responsible-ai
Introduction to Scripting in Python,https://www.coursera.org/specializations/introduction-scripting-in-python
Introduction to Scrum Master Training,https://www.coursera.org/learn/introduction-to-certified-scrum-master
Introduction to Self-Driving Cars,https://www.coursera.org/learn/intro-self-driving-cars
Introduction to Social Media Marketing,https://www.coursera.org/learn/social-media-marketing-introduction
Introduction to Software Engineering,https://www.coursera.org/learn/introduction-to-software-engineering
Introduction to Spreadsheets and Models,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models
Introduction to Statistics,https://www.coursera.org/learn/stanford-statistics
Introduction to Sustainability,https://www.coursera.org/learn/sustainability
Introduction to Systematic Review and Meta-Analysis,https://www.coursera.org/learn/systematic-review
Introduction to Systems Engineering,https://www.coursera.org/learn/systems-engineering
Introduction to Technical Support,https://www.coursera.org/learn/introduction-to-technical-support
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",https://www.coursera.org/learn/introduction-tensorflow
Introduction to User Experience Design,https://www.coursera.org/learn/user-experience-design
Introduction to Web Development,https://www.coursera.org/learn/web-development
"Introduction to Web Development with HTML, CSS, JavaScript",https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript
Introductory C Programming,https://www.coursera.org/specializations/c-programming
Introductory Human Physiology,https://www.coursera.org/learn/physiology
Intuit Academy Bookkeeping,https://www.coursera.org/professional-certificates/intuit-bookkeeping
Investment Management,https://www.coursera.org/specializations/investment-management
Investment Management with Python and Machine Learning,https://www.coursera.org/specializations/investment-management-python-machine-learning
Investment and Portfolio Management,https://www.coursera.org/specializations/investment-portolio-management
Java FullStack Developer,https://www.coursera.org/specializations/java-fullstack
Java Programming and Software Engineering Fundamentals,https://www.coursera.org/specializations/java-programming
JavaScript for Beginners,https://www.coursera.org/specializations/javascript-beginner
Key Technologies for Business,https://www.coursera.org/specializations/key-technologies-for-business
Leadership Skills,https://www.coursera.org/learn/leadershipskills
Leadership in 21st Century Organizations,https://www.coursera.org/learn/leadership-21st-century
Leading Diverse Teams & Organizations,https://www.coursera.org/learn/leading-diverse-teams-and-organizations
Leading Healthcare Quality and Safety,https://www.coursera.org/learn/quality-healthcare
Leading People and Teams,https://www.coursera.org/specializations/leading-teams
Leading the Modern Day Business,https://www.coursera.org/specializations/leading-modern-day-business
Leading: Human Resource Management and Leadership,https://www.coursera.org/specializations/hr-management-leadership
Learn Chinese: HSK Test Preparation,https://www.coursera.org/specializations/hsk-learn-chinese
Learn English: Advanced Academic Speaking and Listening,https://www.coursera.org/specializations/speaklistenenglish
Learn English: Advanced Grammar and Punctuation,https://www.coursera.org/specializations/advanced-grammar-punctuation
Learn English: Beginning Grammar,https://www.coursera.org/specializations/learn-english-beginning-grammar
Learn English: Intermediate Grammar,https://www.coursera.org/specializations/intermediate-grammar
Learn SQL Basics for Data Science,https://www.coursera.org/specializations/learn-sql-basics-data-science
Learn Spanish: Basic Spanish Vocabulary,https://www.coursera.org/specializations/learn-spanish
Learn to Program: The Fundamentals,https://www.coursera.org/learn/learn-to-program
Learn to Speak Korean 1,https://www.coursera.org/learn/learn-speak-korean1
Learning How to Learn: Powerful mental tools to help you master tough subjects,https://www.coursera.org/learn/learning-how-to-learn
Learning Linux for LFCA Certification,https://www.coursera.org/specializations/linux-for-lfca-certification
Learning and Development,https://www.coursera.org/learn/learning-and-development
Learning for a Sustainable Future,https://www.coursera.org/learn/learning-for-a-sustainable-future
Les Fondamentaux de la Négociation,https://www.coursera.org/learn/fondamentaux-negociation
Leverage Data Science for a More Agile Supply Chain,https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain
Linear Algebra for Machine Learning and Data Science,https://www.coursera.org/learn/machine-learning-linear-algebra
Linear Circuits 1: DC Analysis,https://www.coursera.org/learn/linear-circuits-dcanalysis
Linux and Private Cloud Administration on IBM Power Systems,https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems
MATLAB Programming for Engineers and Scientists,https://www.coursera.org/specializations/matlab-programming-engineers-scientists
MLOps | Machine Learning Operations,https://www.coursera.org/specializations/mlops-machine-learning-duke
Machine Learning,https://www.coursera.org/specializations/machine-learning
Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
Machine Learning Data Lifecycle in Production,https://www.coursera.org/learn/machine-learning-data-lifecycle-in-production
Machine Learning Engineering for Production (MLOps),https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops
Machine Learning Foundations for Product Managers,https://www.coursera.org/learn/machine-learning-foundations-for-product-managers
Machine Learning Modeling Pipelines in Production,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production
Machine Learning and Reinforcement Learning in Finance,https://www.coursera.org/specializations/machine-learning-reinforcement-finance
Machine Learning for All,https://www.coursera.org/learn/uol-machine-learning-for-all
Machine Learning for Trading,https://www.coursera.org/specializations/machine-learning-trading
Machine Learning on Google Cloud,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp
Machine Learning with Python,https://www.coursera.org/learn/machine-learning-with-python
"Make the Sale: Build, Launch, and Manage E-commerce Stores",https://www.coursera.org/learn/make-the-sale
Making Architecture,https://www.coursera.org/learn/making-architecture
Management Consulting,https://www.coursera.org/specializations/managementconsulting
Management of Fashion and Luxury Companies,https://www.coursera.org/learn/mafash
Managerial Accounting Fundamentals,https://www.coursera.org/learn/uva-darden-managerial-accounting
Managerial Economics and Business Analysis,https://www.coursera.org/specializations/managerial-economics-business-analysis
Managing Cybersecurity,https://www.coursera.org/specializations/managing-cybersecurity
Managing Emotions in Times of Uncertainty & Stress,https://www.coursera.org/learn/managing-emotions-uncertainty-stress
Managing the Company of the Future,https://www.coursera.org/learn/company-future-management
Marine Biology,https://www.coursera.org/learn/marine-biology
Market Research,https://www.coursera.org/specializations/market-research
Marketing Analytics,https://www.coursera.org/learn/uva-darden-market-analytics
Marketing Digital,https://www.coursera.org/learn/estrategia-marketing-digital
Marketing Mix Implementation,https://www.coursera.org/specializations/marketing-mix
Marketing Strategy,https://www.coursera.org/specializations/marketing-strategy
Marketing digital e e-commerce do Google,https://www.coursera.org/professional-certificates/marketing-digital-e-e-commerce-do-google
Marketing en redes sociales de Meta,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook
Marketing with TikTok,https://www.coursera.org/specializations/marketing-with-tiktok
Mastering Final Cut Pro,https://www.coursera.org/learn/mastering-final-cut-pro
Mathematics for Engineers,https://www.coursera.org/specializations/mathematics-engineers
Mathematics for Machine Learning,https://www.coursera.org/specializations/mathematics-machine-learning
Mathematics for Machine Learning and Data Science,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science
Mathematics for Machine Learning: Linear Algebra,https://www.coursera.org/learn/linear-algebra-machine-learning
Medical Billing and Coding Fundamentals,https://www.coursera.org/specializations/medical-billing-coding-fundamentals
Medical Neuroscience,https://www.coursera.org/learn/medical-neuroscience
Medical Terminology,https://www.coursera.org/specializations/medicalterminology
Memoir and Personal Essay: Write About Yourself,https://www.coursera.org/specializations/memoir-personal-essay
Mercados financieros,https://www.coursera.org/learn/financial-markets-global-es
Mergers and Acquisitions,https://www.coursera.org/specializations/mergersandacquisitions
Meta AR Developer,https://www.coursera.org/professional-certificates/meta-ar-developer
Meta Android Developer,https://www.coursera.org/professional-certificates/meta-android-developer
Meta Back-End Developer,https://www.coursera.org/professional-certificates/meta-back-end-developer
Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer
Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer
Meta Marketing Analytics,https://www.coursera.org/professional-certificates/facebook-marketing-analytics
Meta React Native,https://www.coursera.org/specializations/meta-react-native
Meta Social Media Marketing,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
Meta iOS Developer,https://www.coursera.org/professional-certificates/meta-ios-developer
Methods and Statistics in Social Sciences,https://www.coursera.org/specializations/social-science
Microeconomics Principles,https://www.coursera.org/learn/microeconomics
Microeconomics: The Power of Markets,https://www.coursera.org/learn/microeconomics-part1
Microsoft 365 Fundamentals,https://www.coursera.org/specializations/microsoft-365-fundamentals
Microsoft Azure AI Fundamentals AI-900 Exam Prep,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals
Microsoft Azure Data Engineering Associate (DP-203),https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering
Microsoft Azure Data Fundamentals DP-900 Exam Prep,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals
